class,cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season
1,340,2,6,7,0.4102615616404595,378,6,0.9431945538974952
0,660,6,4,11,0.8868888450154365,1573,12,0.9431945538974952
0,914,2,0,0,0.5694211207393426,1996,11,0.9431945538974952
1,441,6,0,11,0.2351860466316883,564,7,0.8884502877862838
0,1090,6,2,7,0.3576833110116507,937,6,1.804272708628173
0,383,6,0,8,0.0481735646905008,731,11,0.8884502877862838
0,772,6,4,5,0.4690950023808687,1693,6,0.9431945538974952
1,993,6,4,10,2.2795349871306625,3287,6,0.8884502877862838
1,324,3,3,2,0.0075322809941081,3302,11,0.9431945538974952
1,24,6,1,6,0.593295054604175,48,12,0.8884502877862838
1,349,6,1,10,1.1583114894052096,684,11,0.9431945538974952
0,1707,6,0,11,0.7237502969390814,2174,11,1.804272708628173
1,1146,6,5,11,0.7237502969390814,1766,6,0.9431945538974952
1,1115,6,4,6,1.014216492294543,2473,12,0.8884502877862838
1,216,0,0,5,0.0194692479265244,224,6,0.8884502877862838
0,704,5,0,10,0.4492000574935084,1788,3,1.804272708628173
1,591,6,5,8,0.7564336026805301,1026,11,0.9431945538974952
0,585,0,5,3,0.6131899994915354,908,3,0.8884502877862838
0,719,2,0,0,0.5256522419871498,1679,11,0.9431945538974952
1,113,3,0,5,0.915593161779413,89,6,0.9431945538974952
1,273,0,0,5,0.0481735646905008,397,11,0.9431945538974952
1,419,0,5,3,0.0760264875328053,640,5,0.9431945538974952
1,273,5,1,10,1.2577862138420113,651,11,0.9431945538974952
1,269,6,0,10,1.0389418200810472,210,11,0.8884502877862838
1,15,6,1,6,0.5017783081223173,36,7,0.8884502877862838
1,266,6,5,7,0.9832359743964384,222,6,0.9431945538974952
0,262,0,0,5,0.2152911017443279,196,11,1.804272708628173
1,216,2,1,11,1.186164412247514,528,12,0.9431945538974952
1,16,6,0,11,1.074752720878296,29,11,0.8884502877862838
0,1014,6,0,10,0.3664926828882667,1616,11,0.9431945538974952
1,1390,5,1,10,0.4580094293701244,2593,3,0.9431945538974952
0,550,2,5,10,0.4580094293701244,990,3,0.9431945538974952
0,318,6,0,4,0.4969479252231732,686,11,0.9431945538974952
0,679,6,6,10,0.1229229613407983,1848,11,0.8884502877862838
0,710,6,4,8,0.270996947428937,1155,1,0.8884502877862838
0,429,6,4,11,0.2582085865748488,1290,12,0.8884502877862838
1,291,6,1,7,1.0667947429233515,180,11,0.9431945538974952
1,945,3,3,2,0.9434460846217176,2539,6,0.8884502877862838
0,778,6,4,8,0.2502506086199046,1227,12,0.8884502877862838
0,842,6,2,5,1.3802834782219735,1719,11,0.9431945538974952
0,539,6,2,10,0.3625136939107947,931,6,0.9431945538974952
0,1709,5,0,4,0.1109859944083821,2096,11,0.8884502877862838
1,54,0,0,4,0.7484756247255858,224,6,0.9431945538974952
0,98,6,1,10,0.0711961046336613,106,12,0.9431945538974952
1,324,2,6,10,0.1516272781047747,325,6,0.9431945538974952
1,668,6,6,10,0.1189439723633262,1766,11,0.9431945538974952
1,512,2,1,11,0.6251269664239516,796,6,0.9431945538974952
1,246,2,0,11,0.6012530325591191,455,12,0.9431945538974952
1,351,6,5,11,0.7763285475678904,973,12,0.9431945538974952
0,1112,6,6,10,0.4531790464709804,2066,11,0.9431945538974952
1,686,0,0,7,2.7172237746525907,1427,11,0.9431945538974952
1,791,2,6,10,3.306114143318457,835,6,0.9431945538974952
1,731,0,2,10,2.339219821792744,1079,11,0.9431945538974952
1,1343,2,1,5,0.4898413411899011,2610,9,0.9431945538974952
1,788,2,6,11,0.3656412889665948,1331,11,0.8884502877862838
1,572,2,6,10,2.7052868077201744,640,6,0.9431945538974952
1,280,2,6,11,0.7365386577931696,215,6,0.9431945538974952
0,852,5,1,7,0.2391650356091604,2310,11,0.9431945538974952
0,161,2,1,7,0.6171689884690075,244,6,0.9431945538974952
1,207,6,5,5,0.0083836749157801,692,11,0.9431945538974952
1,665,6,6,10,2.96392109125586,710,6,0.9431945538974952
0,474,1,3,2,0.1993751458344396,1875,6,0.0273721330556057
1,827,6,0,10,0.3576833110116507,2521,11,0.9431945538974952
0,281,6,0,5,0.0919424434426936,625,11,0.8884502877862838
1,872,6,5,7,0.1197953662849981,1518,6,0.9431945538974952
0,794,2,5,5,1.4359893239065826,1267,6,0.9431945538974952
1,806,6,4,10,1.451905279816471,2961,6,0.8884502877862838
0,1801,4,4,10,3.6085173056063353,3493,11,0.9431945538974952
1,214,2,0,11,1.3890928500985895,462,7,0.9431945538974952
0,940,6,4,11,1.443947301861527,1907,6,0.9431945538974952
1,707,2,1,11,0.004404685938308,954,1,0.8884502877862838
1,654,5,1,11,0.1308809392957424,859,1,0.9431945538974952
1,271,2,6,7,0.4929689362457012,340,8,0.9431945538974952
1,75,5,3,2,0.7604125916580021,568,12,0.8884502877862838
1,194,6,0,10,0.1436693001498306,173,11,0.8884502877862838
0,556,2,5,10,0.0035532920166361,1087,6,0.9431945538974952
1,1161,2,2,10,1.555358993230745,1438,11,0.9431945538974952
1,864,2,6,11,0.3576833110116507,1298,11,0.8884502877862838
1,974,6,5,7,0.1985237519127677,1710,6,0.9431945538974952
1,876,6,5,7,0.1794802009470793,1574,6,0.9431945538974952
0,133,2,1,7,0.7763285475678904,256,6,0.9431945538974952
1,332,6,5,7,0.9275301287118292,237,6,0.8884502877862838
1,273,6,1,10,0.9116141728019408,206,11,0.8884502877862838
0,915,6,0,10,2.052732615414754,1875,11,0.9431945538974952
0,429,6,4,5,0.1038794103751098,1184,6,0.8884502877862838
1,727,0,2,10,2.7052868077201744,1214,11,0.8884502877862838
0,433,6,5,10,0.3187448151586018,772,11,0.8884502877862838
1,799,2,5,11,0.4969479252231732,1803,10,0.9431945538974952
1,1239,6,2,10,1.933362946090592,1311,11,0.8884502877862838
1,753,6,6,10,3.230513352746488,752,6,0.9431945538974952
1,167,2,1,11,1.3095130705491482,521,7,0.9431945538974952
1,1525,5,1,5,0.3934942118088994,2680,11,0.8884502877862838
0,451,6,0,8,0.0720474985553333,694,9,0.9431945538974952
1,655,2,1,10,0.1476482891273027,835,6,0.9431945538974952
0,244,5,3,2,0.0075322809941081,573,12,0.9431945538974952
1,673,6,1,5,0.3019774653270416,816,6,0.9431945538974952
1,242,2,1,5,1.29359711463926,544,6,0.9431945538974952
0,725,2,0,10,0.8121394483651391,1516,11,0.9431945538974952
1,105,6,1,5,1.6397691556793303,190,6,0.9431945538974952
1,583,5,1,10,0.3068078482261857,707,1,0.9431945538974952
1,241,5,1,5,1.0667947429233515,543,6,0.9431945538974952
1,512,2,6,10,0.3585347049333226,656,11,0.8884502877862838
0,486,6,6,5,1.0062585143395988,977,11,0.9431945538974952
0,877,5,6,5,0.3298303881693462,2170,11,1.804272708628173
1,62,5,3,2,0.8877402389371084,525,12,0.9431945538974952
0,778,6,0,10,0.6688958451761444,1349,11,0.8884502877862838
0,269,0,6,10,0.9235511397343572,238,12,0.9431945538974952
1,377,0,0,5,2.2994299320180227,591,11,1.804272708628173
0,639,4,2,4,0.3625136939107947,1182,11,0.9431945538974952
1,687,2,1,11,0.3903666167530992,777,1,0.8884502877862838
1,92,6,1,5,1.663643089544163,192,6,0.9431945538974952
1,251,2,0,11,0.6848118010860327,467,12,0.9431945538974952
1,842,6,1,5,0.7874141205786347,1097,1,0.9431945538974952
0,229,0,0,4,0.0481735646905008,238,11,0.8884502877862838
1,563,5,1,10,0.3059564543045137,613,6,0.8884502877862838
1,61,6,0,10,1.1463745224727933,100,1,0.8884502877862838
0,359,6,6,5,0.4651160134033967,740,6,0.8884502877862838
1,26,6,0,7,0.6330849443788957,58,4,0.9431945538974952
1,529,5,1,10,0.2979984763495695,909,1,0.9431945538974952
0,369,6,0,6,0.7325596688156976,587,1,0.8884502877862838
1,737,6,6,9,1.3683465112895574,2080,6,0.9431945538974952
0,1280,5,1,7,0.0720474985553333,2126,11,0.9431945538974952
1,234,2,0,10,0.8280554042750273,562,12,0.8884502877862838
0,361,6,6,5,0.6600864732995283,749,11,0.0273721330556057
1,463,1,6,8,0.6410429223338399,1140,11,0.8884502877862838
1,44,6,0,7,0.8161184373426111,55,4,0.8884502877862838
1,104,0,0,5,0.6410429223338399,104,6,0.9431945538974952
1,306,2,0,3,0.270996947428937,508,10,0.8884502877862838
0,323,2,1,6,0.0959214324201657,572,11,0.9431945538974952
0,284,2,0,3,0.8678452940497481,204,3,1.804272708628173
1,46,6,0,10,1.1941223902024585,96,1,0.9431945538974952
0,650,6,2,10,0.0353852038364127,1300,12,0.8884502877862838
1,296,6,6,7,0.3576833110116507,292,6,0.8884502877862838
1,449,6,5,9,0.2113121127668558,679,11,0.8884502877862838
1,569,5,1,7,0.2272280686767442,518,1,0.8884502877862838
1,254,0,0,8,0.2113121127668558,558,9,0.8884502877862838
1,924,2,1,5,0.5535051648294542,2364,9,0.8884502877862838
0,996,2,5,9,1.1693970624159538,2202,0,1.804272708628173
0,670,6,6,10,0.1905657739578236,1358,11,0.9431945538974952
1,255,5,1,7,1.1264795775854328,207,11,0.9431945538974952
1,764,2,0,10,1.877657100405983,1486,11,0.8884502877862838
1,600,5,1,6,0.7484756247255858,1110,11,0.9431945538974952
0,101,1,0,3,0.5057572970997893,92,3,0.8884502877862838
0,1041,5,1,10,0.4699463963025407,2317,11,0.8884502877862838
0,989,2,0,0,0.4699463963025407,1938,11,0.9431945538974952
0,1153,2,0,0,0.485862352212429,2037,11,0.9431945538974952
1,1890,5,1,11,0.1317323332174144,3559,4,0.9431945538974952
1,1032,6,0,10,1.3126406656049483,2885,11,0.9431945538974952
1,1249,6,2,10,1.9094890122257595,1289,11,0.8884502877862838
1,764,6,5,3,0.1794802009470793,797,6,0.9431945538974952
1,673,5,1,11,0.1834591899245513,762,1,0.8884502877862838
1,375,1,6,11,0.1914171678794955,1137,11,0.8884502877862838
1,805,3,0,11,1.8307606265979897,1578,6,1.804272708628173
0,552,2,5,10,0.3664926828882667,968,3,0.8884502877862838
1,847,6,6,9,1.0341114371819031,1915,3,0.9431945538974952
1,1609,6,1,0,0.2829339143613532,2594,6,0.9431945538974952
0,629,5,1,6,0.1396903111723585,1190,11,0.9431945538974952
1,76,5,3,2,1.0429208090585194,492,12,0.8884502877862838
1,845,6,6,9,1.2489768419653953,1979,3,0.9431945538974952
1,582,4,2,10,0.803330076488523,1288,11,0.9431945538974952
0,268,6,0,10,1.074752720878296,931,11,0.8884502877862838
1,113,3,0,5,0.7922445034777786,122,6,0.9431945538974952
0,521,6,6,10,0.695897374096777,1096,6,1.804272708628173
0,784,4,0,10,0.9028048009253248,1419,3,0.8884502877862838
0,677,5,1,0,0.0083836749157801,1220,11,0.9431945538974952
0,281,5,3,2,0.0919424434426936,653,7,0.9431945538974952
0,596,2,6,10,0.7317082748940257,1033,6,0.9431945538974952
1,681,5,1,10,0.6123386055698634,1015,1,0.9431945538974952
0,244,0,0,4,0.0711961046336613,243,11,0.8884502877862838
0,1464,2,0,11,0.10700700543091,2264,11,0.8884502877862838
1,125,6,1,5,1.576105332039777,213,6,0.9431945538974952
1,274,0,2,5,0.4938203301673731,299,11,0.8884502877862838
1,795,6,5,8,0.2511020025415766,1462,11,0.9431945538974952
1,120,6,0,4,0.4938203301673731,195,6,0.9431945538974952
0,1031,6,4,11,0.9266787347901572,2274,6,0.9431945538974952
0,658,6,4,11,0.1388389172506866,1236,12,0.8884502877862838
1,764,0,0,7,3.7438029308403857,1719,11,0.9431945538974952
0,1086,5,1,11,0.4221985285728758,2140,11,0.8884502877862838
1,355,5,1,11,1.349302960323869,552,7,0.8884502877862838
0,524,2,5,10,0.1516272781047747,935,11,0.8884502877862838
1,825,3,0,6,1.7392438801161323,1501,12,0.9431945538974952
1,105,4,0,3,0.3059564543045137,179,12,0.9431945538974952
1,956,6,0,10,1.7622664200592928,2802,11,0.9431945538974952
1,61,5,3,2,1.1264795775854328,417,12,0.8884502877862838
0,344,6,0,5,0.2263766747550722,677,11,0.9431945538974952
1,780,6,0,11,0.7834351316011626,853,12,0.9431945538974952
0,92,1,0,10,0.2223976857776001,58,6,0.8884502877862838
0,670,2,5,10,0.2630389694739928,964,11,0.8884502877862838
0,101,1,0,3,0.4261775175503479,109,3,0.8884502877862838
0,327,0,6,10,0.6450219113113119,238,12,0.9431945538974952
0,206,2,0,7,0.3107868372036577,271,6,0.9431945538974952
1,98,6,1,5,1.412966783963422,214,6,0.8884502877862838
1,725,4,2,10,0.4253261236286759,1399,11,0.9431945538974952
1,566,2,6,10,0.0791540825886055,1712,11,0.9431945538974952
1,238,5,0,10,1.0429208090585194,202,11,0.9431945538974952
0,551,6,0,6,0.2073331237893838,1060,11,0.8884502877862838
0,204,6,4,11,0.8200974263200832,893,6,0.9431945538974952
0,339,6,0,8,0.3107868372036577,597,9,0.9431945538974952
1,136,0,0,3,0.5017783081223173,130,3,0.9431945538974952
0,954,5,1,6,0.0362365977580846,1697,11,0.9431945538974952
1,1265,6,2,10,2.104459472121891,1694,11,0.9431945538974952
0,472,4,3,2,1.1583114894052096,1605,6,0.0273721330556057
0,411,6,1,6,0.0433431817913568,751,7,1.804272708628173
1,855,5,1,7,0.803330076488523,1628,8,0.9431945538974952
0,488,2,5,3,0.6131899994915354,747,11,0.8884502877862838
1,362,0,0,10,0.1348599282732145,413,11,0.9431945538974952
1,645,4,2,10,0.5168428701105336,1301,11,0.8884502877862838
1,1055,6,2,10,1.9651948579103689,1402,11,0.8884502877862838
1,155,4,0,5,0.4651160134033967,212,12,0.9431945538974952
1,798,5,1,10,0.537589208919566,1193,6,0.9431945538974952
0,1727,6,4,10,3.3896729118453712,3324,11,0.9431945538974952
1,122,0,0,3,0.4142405506179316,150,3,0.9431945538974952
0,913,2,5,3,0.5168428701105336,2116,10,1.804272708628173
1,858,5,1,7,0.8431199662632437,1418,8,0.8884502877862838
1,1147,6,2,10,1.774203386991709,1300,11,0.9431945538974952
1,304,5,0,7,0.8797822609821643,229,11,0.9431945538974952
1,27,2,1,6,0.6649168561986724,44,12,0.9431945538974952
0,625,6,4,11,0.2272280686767442,1376,12,0.9431945538974952
1,685,5,1,10,0.6848118010860327,1183,3,0.8884502877862838
0,527,6,2,7,0.3465977380009064,949,6,0.8884502877862838
0,916,6,4,11,0.6163175945473355,1839,6,0.8884502877862838
0,1111,2,6,5,0.3099354432819858,2420,8,0.9431945538974952
0,397,6,6,9,0.1786288070254073,355,11,0.8884502877862838
0,326,6,1,6,0.3028288592487136,651,11,1.804272708628173
1,394,2,4,5,1.0389418200810472,488,6,0.8884502877862838
1,765,0,0,4,3.783592820615106,1731,11,0.9431945538974952
1,1127,6,0,10,1.5991278719829378,3198,11,0.8884502877862838
0,276,6,0,11,0.8956982168920526,1002,11,0.8884502877862838
0,663,2,6,10,0.803330076488523,1697,11,0.8884502877862838
0,649,6,4,8,0.2550809915190487,1125,12,0.9431945538974952
0,304,5,3,2,0.3656412889665948,821,7,0.9431945538974952
1,570,6,5,3,0.2869129033388253,663,6,0.9431945538974952
1,593,5,1,10,0.7086857349508652,1155,9,0.8884502877862838
